word,year,freq_per_million,freq_smooth_5yr,freq_smooth_10yr,pct_change_yoy,in_recession,total_freq,pct_of_colour_total
bright,1815,30.591763788834214,27.453215079731308,29.67669533973094,0,FALSE,448.3424099817057,6.823303597373822
dark,1815,51.31510624778457,46.763732825638726,48.80436354142148,0,FALSE,448.3424099817057,11.44551688738936
golden,1815,19.079743651673198,17.452783140470274,18.619672664499376,0,FALSE,448.3424099817057,4.255618747388126
green,1815,49.40525468555279,45.9431808849331,51.30733879923355,0,FALSE,448.3424099817057,11.019536315462268
grey,1815,19.463762328086887,17.629174089961452,19.196349035155436,0,FALSE,448.3424099817057,4.341271736680251
red,1815,67.03597318846732,65.31925537274219,67.53076013410464,0,FALSE,448.3424099817057,14.951958970645377
white,1815,101.07878188136965,98.5673483228311,106.21095134411007,0,FALSE,448.3424099817057,22.54499677723865
black,1816,73.31476808758453,70.69452040013857,80.89633811323438,0,FALSE,403.15833052773087,18.185105586585824
blue,1816,27.96985427266918,33.42246200190857,35.34480001690099,0,FALSE,403.15833052773087,6.937684813819146
bright,1816,25.00542723282706,29.451243608491495,31.05871692241635,0,FALSE,403.15833052773087,6.20238386246296
dark,1816,42.764902900671586,48.115835670614615,50.629005272639915,0,FALSE,403.15833052773087,10.607470976648973
golden,1816,16.1830939759966,18.00986283342354,18.751929928839672,0,FALSE,403.15833052773087,4.014079023199909
green,1816,44.035557948518544,47.16029143310152,53.47153382899705,0,FALSE,403.15833052773087,10.922646170023667
grey,1816,16.589443703196594,17.70388230397657,20.022245507789194,0,FALSE,403.15833052773087,4.1148706220410105
red,1816,61.77697650855407,64.02968938346021,69.57973018870689,0,FALSE,403.15833052773087,15.323254371970568
white,1816,95.51830589771271,97.764671954791993,109.93288233294152,0,FALSE,403.15833052773087,23.69250457324795
black,1817,83.19909102283418,93.25694263679907,82.94221952382941,0,FALSE,469.218765374535,17.731407429202847
blue,1817,32.06514156772755,36.366602580528706,37.132383658899926,0,FALSE,469.218765374535,6.833729580728265
bright,1817,30.263747248682193,31.305677111959085,33.177782643178944,0,FALSE,469.218765374535,6.449816052119181
dark,1817,50.111957534682006,50.802184705389664,52.96562630974222,0,FALSE,469.218765374535,10.679870719723272
golden,1817,17.250195014639758,18.529457884142175,19.613107178884093,0,FALSE,469.218765374535,3.6763651174245946
green,1817,49.274643970420584,57.52607248723507,56.20231167995371,0,FALSE,469.218765374535,10.50142228030652
grey,1817,20.34746694334899,22.00998819716915,21.012674733356107,0,FALSE,469.218765374535,4.336456349333651
red,1817,70.09007094893605,76.43011922482401,72.25698900583666,0,FALSE,469.218765374535,14.937610368798756
white,1817,116.61645112326369,124.79539873311296,113.42574798618443,0,FALSE,469.218765374535,24.853322102362913
black,1818,66.8612847221084,92.69714937545359,83.04744587803725,0,FALSE,438.9671844364784,15.231499550004218
blue,1818,31.377701816381887,36.83868271764368,37.444871122715995,0,FALSE,438.9671844364784,7.14807460076152
bright,1818,35.40805118973367,32.717888097977266,34.49083560553845,0,FALSE,438.9671844364784,8.066218260754173
dark,1818,51.87289934838191,52.698504441650584,54.18829605332576,0,FALSE,438.9671844364784,11.817033524948668
golden,1818,20.097577362321317,19.11487888719421,20.149063493590802,0,FALSE,438.9671844364784,4.5783780826627085
green,1818,51.92135722609237,60.26485571055673,56.937254339572974,0,FALSE,438.9671844364784,11.828072591063068
grey,1818,17.260088043258293,22.390280764739146,21.225018713266763,0,FALSE,438.9671844364784,3.931976843648536
red,1818,64.46132465498522,76.47317834198475,72.00259969977196,0,FALSE,438.9671844364784,14.684770739238076
white,1818,99.70690007321537,125.98234316101298,114.12581225158647,0,FALSE,438.9671844364784,22.713975806919034
black,1819,167.38423437345773,93.39923271909356,84.93874702253379,0,TRUE,795.4255274853494,21.043357120134758
blue,1819,55.57362601393834,38.939282967476174,36.77015301946085,0,TRUE,795.4255274853494,6.986653570149837
bright,1819,35.25939609971829,36.1289730790304,36.00056006689556,0,TRUE,795.4255274853494,4.432771501712675
dark,1819,57.94605749542825,56.82095361407846,55.895054174470715,0,TRUE,795.4255274853494,7.284912979674961
golden,1819,20.036679416080005,20.22588741965592,20.557073185045738,0,TRUE,795.4255274853494,2.518988732914289
green,1819,92.99354860559106,63.38868697639555,58.2955930440221,0,TRUE,795.4255274853494,11.691044025149653
grey,1819,36.38917996795499,23.4929536418349,21.575031337306427,0,TRUE,795.4255274853494,4.574806655124005
red,1819,118.7862508231774,78.09274102328345,73.09614447876811,0,TRUE,795.4255274853494,14.933673451329515
white,1819,211.0565546900034,128.88723285868764,117.21675400622189,0,TRUE,795.4255274853494,26.533791963810305
black,1820,72.72636867128313,92.6045366213657,84.60336248390377,0,TRUE,489.1189996669709,14.868849650248858
blue,1820,37.207089917501435,40.550006087869406,36.79486580949742,0,TRUE,489.1189996669709,7.60696066659337
bright,1820,37.65281871892512,38.90235020662658,37.09953962243162,0,TRUE,489.1189996669709,7.698089574226722
dark,1820,60.796704929089174,59.16751979384571,56.842244157451205,0,TRUE,489.1189996669709,12.429839153760977
golden,1820,22.006848666933365,21.77343121729791,20.900217350572348,0,TRUE,489.1189996669709,4.499283135988846
green,1820,63.0991708021611,66.46144247497432,58.79478958377149,0,TRUE,489.1189996669709,12.90057651514739
grey,1820,21.365225165936863,24.39617537675076,21.579308327090985,0,TRUE,489.1189996669709,4.36810370901231
red,1820,67.25126877427101,79.19472263893113,72.92586378753185,0,TRUE,489.1189996669709,13.74946972414908
white,1820,107.01350402086973,128.28414764953777,117.09403843269683,0,TRUE,489.1189996669709,21.878827870872446
black,1821,76.82518480578437,95.40037135593593,84.52463880530559,0,TRUE,504.1492445343465,15.23857977348421
blue,1821,38.47285552183166,41.46728024352342,38.614594086539,0,TRUE,504.1492445343465,7.631243315135147
bright,1821,42.06085213809274,39.530427602585405,38.78792358591454,0,TRUE,504.1492445343465,8.342936658953425
dark,1821,63.377148762810975,60.2607564360369,58.92502158530988,0,TRUE,504.1492445343465,12.571108545714232
golden,1821,21.73813663830515,22.288264153758064,21.393588212959003,0,TRUE,504.1492445343465,4.311845524708345
green,1821,59.65471427771263,66.71421724604443,59.34163054917008,0,TRUE,504.1492445343465,11.832748917993964
grey,1821,22.102808088675374,24.746155122556956,21.821515565534355,0,TRUE,504.1492445343465,4.384179551650515
red,1821,69.87478991504759,79.97551001608372,73.82202020380646,0,TRUE,504.1492445343465,13.85994141071993
white,1821,110.04275438608602,130.48695254838094,117.66586831072345,0,TRUE,504.1492445343465,21.82741630164023
black,1822,79.22561053419486,76.62055140826851,83.72394149773754,0,TRUE,529.0107042128511,14.976182883119485
blue,1822,40.11875716969371,37.17370345839299,39.1532634239411,0,TRUE,529.0107042128511,7.583732588055845
bright,1822,44.13063288666308,40.695443021832034,40.16093589598313,0,TRUE,529.0107042128511,8.34210584686143
dark,1822,61.84478843351826,60.98792364355177,60.73583499528468,0,TRUE,529.0107042128511,11.690649724288866
golden,1822,24.98791400284972,22.5846884859493,22.007767074683215,0,TRUE,529.0107042128511,4.723517653585259
green,1822,64.63842146331444,59.06511360080913,59.92412261548452,0,TRUE,529.0107042128511,12.218736019622531
grey,1822,24.86357561792829,21.140074477443704,22.10344914601592,0,TRUE,529.0107042128511,4.700013708592985
red,1822,75.59997902717441,69.76216973271221,73.96925502689555,0,TRUE,529.0107042128511,14.290822175264765
white,1822,113.60102507751435,109.63810927933082,116.33679896476679,0,TRUE,529.0107042128511,21.474239400608838
black,1823,80.84045839495957,76.50957559235394,84.74422211293131,0,FALSE,486.6451977250108,16.611785911558545
blue,1823,35.96407259465195,36.75104890135117,39.820323945605196,0,FALSE,486.6451977250108,7.390203943813336
bright,1823,38.5484381695278,41.481191146885976,41.15601441299077,0,FALSE,486.6451977250108,7.92126139325645
dark,1823,57.33908255933784,60.985983873251826,62.01879368745722,0,FALSE,486.6451977250108,11.782523042945654
golden,1823,22.67174204462208,22.685555813950486,22.15452605014434,0,FALSE,486.6451977250108,4.658782651222879
green,1823,53.18523108144291,57.32472345698625,59.88630036881659,0,FALSE,486.6451977250108,10.92895426279257
grey,1823,19.009986772289267,20.768335889442824,22.35573656435008,0,FALSE,486.6451977250108,3.9063339905865595
red,1823,68.36526154074818,69.37854923307896,74.4683260563761,0,FALSE,486.6451977250108,14.048276210336596
