﻿Title:,"Table 1 - Consolidated statement of comprehensive income and expenditure"
Subtitle:,"Academic years 2015/16 to 2024/25"
Reference ID:,DT031 Table 1
Data source:,HESA / OfS
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-1.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2026
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Academic year,2018/19 
,Financial Year End,All 
Search:,


"","","Income (£000s)","Expenditure (£000s)"
"UKPRN","HE Provider","Financial Year End","Tuition fees and education contracts","Funding body grants","Research grants and contracts","Other income","Investment income","Donations and endowments","Total income","Staff costs","Restructuring costs","Other operating expenses","Depreciation and amortisation","Interest and other finance costs","Total expenditure"
"10004797","The Nottingham Trent University","2019-07-31","259,951","20,596","7,404","24,113","712","225","313,001","197,243","0","90,972","20,799","8,195","317,209"
"10010227","Oak Hill College","2019-07-31","1,036","0","0","9,350","113","922","11,421","5,821","0","4,006","1,283","0","11,110"
"10007773","The Open University","2019-07-31","301,240","94,951","13,639","29,010","7,094","3,251","449,185","411,876","14,345","125,459","6,738","1,766","560,184"
"10004930","Oxford Brookes University","2019-07-31","130,241","16,849","5,837","49,694","269","568","203,458","112,598","0","68,222","17,554","8,649","207,023"
"10007774","The University of Oxford","2019-07-31","353,837","193,116","624,743","1,061,214","104,631","112,595","2,450,136","1,337,125","0","1,066,796","145,231","33,087","2,582,239"
"10005127","Arts University Plymouth","2019-07-31","11,666","3,104","0","581","21","0","15,372","10,224","0","5,206","882","359","16,671"
"10007801","University of Plymouth","2019-07-31","150,786","32,406","12,861","43,630","1,339","458","241,480","139,775","21,879","74,867","15,843","6,452","258,816"
"10019178","Point Blank Music School","2018-12-31","5,773","0","0","118","12","0","5,903","2,237","0","1,908","145","0","4,290"
"10007155","The University of Portsmouth","2019-07-31","209,713","22,326","9,192","16,114","3,676","75","261,096","152,741","0","71,080","16,524","10,621","250,966"
"10005337","Queen Margaret University, Edinburgh","2019-07-31","13,923","16,171","2,192","6,842","85","305","39,518","26,712","0","11,683","5,735","1,432","45,562"
"10007775","Queen Mary University of London","2019-07-31","245,551","71,282","108,096","56,238","1,594","1,096","483,857","337,993","0","147,971","34,649","6,179","526,792"
"10025197","University Centre Quayside Limited","2019-02-28","1,524","0","0","0","8","0","1,532","943","0","413","50","0","1,406"
"10009292","Royal Academy of Dramatic Art","2019-07-31","3,716","823","0","7,074","123","2,416","14,152","5,591","0","7,522","779","0","13,892"
"10005544","Royal Academy of Dance","2019-07-31","825","0","0","23,025","32","48","23,930","12,984","0","9,897","421","141","23,443"
"10005389","Ravensbourne University London","2019-07-31","22,531","3,917","0","1,137","142","0","27,727","14,260","0","10,483","1,527","309","26,579"
"10005470","Richmond, The American International University in London","2019-06-30","18,853","0","0","4,445","0","6,821","30,119","11,036","0","18,009","793","170","30,008"
"10007802","The University of Reading","2019-07-31","183,632","30,537","39,389","54,584","5,974","7,499","321,615","248,021","0","116,521","31,100","5,306","400,948"
"10003331","Regent's University London","2019-07-31","37,978","0","0","6,025","294","6","44,303","21,621","0","20,416","2,857","1","44,895"
"10021100","Regents Theological College","2018-09-30","874","0","0","21,433","606","47,977","70,890","31,736","0","30,956","1,668","2,594","66,954"
"10023871","Results Consortium Limited","2019-03-31","800","82","0","0","0","0","882","285","0","405","2","0","692"
"10008455","Regent College London","2019-07-31","6,712","0","0","3,371","121","0","10,204","5,493","451","3,339","155","17","9,455"
"10005500","Robert Gordon University","2019-07-31","31,978","44,542","3,092","10,575","397","1,359","91,943","62,305","0","28,917","7,370","1,486","100,078"
"10007776","Roehampton University","2019-07-31","102,310","11,678","2,253","22,923","250","462","139,876","65,067","0","64,996","7,709","5,338","143,110"
"10020436","Royal School of Needlework (The)","2018-08-31","1,374","0","0","398","183","271","2,226","1,011","0","1,279","33","0","2,323"
"10005523","Rose Bruford College of Theatre and Performance","2019-07-31","6,699","920","1","1,867","10","3","9,500","4,346","0","4,685","407","47","9,485"
"10007835","Royal Academy of Music","2019-07-31","10,758","5,016","11","2,030","1,374","6,600","25,789","13,025","0","10,155","1,776","100","25,056"
"10005545","Royal Agricultural University","2019-07-31","11,309","1,874","148","5,474","58","2,180","21,043","10,314","0","8,496","934","505","20,249"
"10007777","Royal College of Art","2019-07-31","41,276","8,950","3,303","4,751","506","15,977","74,763","24,624","0","28,546","3,613","132","56,915"
"10007778","Royal College of Music","2019-07-31","12,755","6,162","438","2,169","1,804","8,092","31,420","17,714","0","10,630","1,478","208","30,030"
"10005561","Royal Conservatoire of Scotland","2019-07-31","10,510","12,247","63","991","193","279","24,283","18,051","0","4,805","894","0","23,750"
"10007816","The Royal Central School of Speech and Drama","2019-07-31","11,795","6,003","348","538","217","841","19,742","11,200","0","6,194","1,112","428","18,934"
"10005553","Royal Holloway and Bedford New College","2019-07-31","114,654","20,533","16,410","34,479","1,839","768","188,683","132,775","0","63,396","16,909","10,786","223,866"
"10007837","Royal Northern College of Music","2019-07-31","11,081","5,647","343","2,381","992","3,737","24,181","13,405","0","8,084","1,555","294","23,338"
"10007779","The Royal Veterinary College","2019-07-31","30,846","21,330","12,226","34,646","845","1,479","101,372","66,898","0","34,089","6,312","1,311","108,610"
"10007803","The University of St. Andrews","2019-07-31","104,644","39,005","39,420","61,379","3,702","9,298","257,448","178,204","0","87,324","13,744","5,444","284,716"
"10007839","SAE Education Limited","2019-06-30","5,553","0","0","3,753","0","0","9,306","3,279","0","5,737","730","81","9,827"
"10007782","St George's, University of London","2019-07-31","41,015","17,229","13,095","18,820","510","789","91,458","62,210","0","30,404","7,027","2,082","101,723"
"10008026","St Mary's University College","2019-07-31","3,838","4,520","9","737","39","1","9,144","6,202","0","2,190","308","92","8,792"
"10007843","St Mary's University, Twickenham","2019-07-31","37,703","4,063","415","9,593","20","568","52,362","33,980","0","13,864","4,347","365","52,556"
"10007156","The University of Salford","2019-07-31","154,255","19,454","8,010","26,499","859","284","209,361","151,264","0","67,521","14,153","5,162","238,100"
"10021256","William Booth College","2019-03-31","0","0","0","98,978","4,585","134,165","237,728","92,767","0","123,108","11,758","5,791","233,424"
"10007780","SOAS University of London","2019-07-31","61,473","8,793","8,534","6,357","1,122","3,488","89,767","76,423","2,487","27,765","6,327","495","113,497"
"10005700","SRUC","2019-07-31","7,422","26,238","14,447","34,714","280","31","83,132","46,017","1,087","27,811","7,850","681","83,446"
"10005790","Sheffield Hallam University","2019-07-31","233,747","27,166","9,333","14,938","1,014","346","286,544","196,730","0","78,079","24,150","5,189","304,148"
"10007157","The University of Sheffield","2019-07-31","331,406","86,093","183,243","107,086","2,267","5,605","715,700","485,872","0","222,874","93,415","16,413","818,574"
"10023458","The Sherwood Psychotherapy Training Institute Limited","2018-08-31","1,068","0","0","24","0","0","1,092","632","0","361","11","0","1,004"
"10007158","The University of Southampton","2019-07-31","250,701","79,641","122,209","118,316","7,867","5,576","584,310","408,373","0","194,707","34,288","17,319","654,687"
"10006022","Southampton Solent University","2019-07-31","85,564","7,216","250","19,634","137","402","113,203","64,596","0","37,362","7,094","2,860","111,912"
"10006299","University of Staffordshire","2019-07-31","90,742","12,050","1,401","14,256","508","149","119,106","57,167","0","38,133","10,553","3,101","108,954"
"10008098","Study Group","2018-12-31","104,250","0","0","33,749","1","0","138,000","35,041","(1,516)","87,482","3,233","725","124,965"
"10007804","The University of Stirling","2019-07-31","38,772","45,923","11,915","28,734","427","230","126,001","105,911","0","40,342","8,561","3,060","157,874"
"10037449","University of St Mark and St John","2019-07-31","21,193","1,088","270","5,770","150","0","28,471","11,619","349","13,009","1,847","1,006","27,830"
"10008010","Stranmillis University College","2019-07-31","3,982","5,764","45","2,388","34","0","12,213","8,023","0","3,188","1,330","119","12,660"
"10007805","The University of Strathclyde","2019-07-31","99,367","112,505","74,012","44,901","2,368","3,063","336,216","261,681","1,019","107,184","32,403","2,415","404,702"
"10014001","University of Suffolk","2019-07-31","49,411","3,083","410","3,142","58","37","56,141","29,153","0","25,020","3,130","1,317","58,620"
"10007159","The University of Sunderland","2019-07-31","117,972","9,419","1,926","6,785","74","1,854","138,030","79,376","1,571","51,447","9,121","4,811","146,326"
"10007160","The University of Surrey","2019-07-31","162,741","35,148","46,600","57,539","11,883","1,364","315,275","219,028","5,504","102,436","32,367","11,177","370,512"
"10007806","The University of Sussex","2019-07-31","191,456","32,481","38,033","56,199","2,386","3,095","323,650","200,890","0","114,262","20,316","8,714","344,182"
"10007855","Swansea University","2019-07-31","170,443","25,041","94,597","61,276","665","311","352,333","234,767","0","130,854","22,031","7,309","394,961"
"10007161","Teesside University","2019-07-31","110,749","15,448","3,244","15,061","395","157","145,054","90,389","0","39,136","10,975","1,262","141,762"
"10082743","ThinkSpace Education Limited","2019-07-31","206","0","0","4","0","0","210","63","0","126","1","0","190"
"10008017","Trinity Laban Conservatoire of Music and Dance","2019-07-31","13,643","6,095","0","4,797","245","3,371","28,151","19,081","0","10,034","1,464","153","30,732"
"10007858","University of Wales Trinity Saint David","2019-07-31","63,068","45,696","235","26,773","35","356","136,163","87,111","2,192","53,241","8,546","3,404","154,494"
"10067648","University Academy 92 Limited","2019-07-31","0","0","0","317","0","0","317","795","0","1,507","0","0","2,302"
"10068157","University Centre Peterborough","2019-07-31","0","325","0","3,657","5","6","3,993","1,894","0","2,086","42","0","4,022"
"10007114","University of the Highlands and Islands","2019-07-31","11,841","101,472","17,113","13,152","158","2,486","146,222","20,331","0","125,009","2,246","302","147,888"
"10007807","Ulster University","2019-07-31","80,779","89,536","29,054","16,568","1,461","920","218,318","163,023","0","68,253","17,631","1,668","250,575"
"10039956","The University of Law","2018-11-30","72,727","0","0","1,912","310","0","74,949","34,620","0","33,185","2,972","45","70,822"
"10007784","University College London","2019-07-31","553,855","213,479","481,083","190,283","7,870","40,509","1,487,079","1,045,636","0","531,123","86,140","8,464","1,671,363"
"10007793","University of South Wales","2019-07-31","135,871","27,560","6,636","25,908","1,286","1,683","198,944","115,476","0","57,720","14,430","5,829","193,455"
"10008574","The University of Wales (central functions)","2019-07-31","0","168","542","4,921","183","3","5,817","4,547","2","4,626","610","58","9,843"
"10007163","The University of Warwick","2019-07-31","344,496","61,392","137,822","136,852","2,698","5,262","688,522","480,002","0","227,472","47,485","9,730","764,689"
"10007361","Waverley Abbey College","2018-08-31","738","0","0","1,569","1","767","3,075","1,713","0","1,617","75","10","3,415"
"10007164","University of the West of England, Bristol","2019-07-31","203,894","24,957","13,823","40,492","841","61","284,068","171,747","0","84,528","19,732","4,839","280,846"
"10007800","The University of the West of Scotland","2019-07-31","30,717","77,289","3,326","8,630","134","60","120,156","74,747","835","28,879","18,719","5,436","128,616"
"10032288","West Dean College","2018-09-30","760","0","0","5,851","3,297","390","10,298","4,494","0","6,055","389","93","11,031"
"10006566","The University of West London","2019-07-31","77,483","11,765","797","20,074","199","453","110,771","50,973","244","40,882","5,969","3,659","101,727"
"10007165","The University of Westminster","2019-07-31","163,788","17,215","4,538","19,361","516","4,903","210,321","107,702","0","65,188","14,831","5,266","192,987"
"10003614","The University of Winchester","2019-07-31","61,834","3,244","514","14,714","217","2","80,525","46,873","0","29,026","5,345","2,183","83,427"
"10007166","The University of Wolverhampton","2019-07-31","130,528","19,240","4,234","32,025","310","212","186,549","119,900","0","48,659","12,424","2,402","183,385"
"10007139","University of Worcester","2019-07-31","76,969","6,472","1,230","12,000","220","21","96,912","55,051","0","32,976","4,464","4,111","96,602"
"10007833","Wrexham University","2019-07-31","25,911","3,816","143","5,984","111","0","35,965","22,152","648","10,727","2,202","851","36,580"
"10007657","Writtle University College","2019-07-31","7,332","5,547","0","3,093","99","16","16,087","9,881","56","5,844","1,584","382","17,747"
"10007713","York St John University","2019-07-31","54,861","3,859","196","11,009","137","14","70,076","37,843","0","24,137","4,650","1,026","67,656"
"10007167","The University of York","2019-07-31","188,525","53,722","75,613","70,409","1,549","1,972","391,790","295,021","0","118,721","32,550","8,769","455,061"
"","Total","","20,535,958","5,345,232","6,584,038","8,033,547","403,458","929,635","41,831,868","26,507,515","134,460","15,107,695","2,714,315","859,632","45,323,617"
