﻿Title:,"Table 1 - Consolidated statement of comprehensive income and expenditure"
Subtitle:,"Academic years 2015/16 to 2024/25"
Reference ID:,DT031 Table 1
Data source:,HESA / OfS
Data source link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-1
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/finances/table-1.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2026
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Academic year,2023/24 
,Financial Year End,All 
Search:,


"","","Income (£000s)","Expenditure (£000s)"
"UKPRN","HE Provider","Financial Year End","Tuition fees and education contracts","Funding body grants","Research grants and contracts","Other income","Investment income","Donations and endowments","Total income","Staff costs","Restructuring costs","Other operating expenses","Depreciation and amortisation","Interest and other finance costs","Total expenditure"
"10023777","Mont Rose College of Management and Sciences Limited","2023-08-31","4,760","391","0","3,350","24","0","8,525","3,720","0","2,971","151","13","6,855"
"10023454","Moorlands College","2024-06-30","1,040","28","0","516","11","83","1,678","1,192","0","651","90","0","1,933"
"10055902","Multiverse","2024-03-31","52,681","0","0","5,718","3,063","0","61,462","87,315","0","34,621","2,419","0","124,355"
"10001444","National Centre for Circus Arts","2023-08-31","1,204","1,038","0","856","0","14","3,112","1,957","0","1,056","19","0","3,032"
"10000216","All Nations Christian College Limited","2023-08-31","578","0","0","588","16","260","1,442","1,027","0","788","109","0","1,924"
"10090839","National Institute of Teaching","2024-07-31","11,455","0","1,884","0","111","0","13,450","4,784","0","7,900","13","0","12,697"
"10053304","Navitas UK Holdings Limited","2024-06-30","0","0","0","57,362","3,644","0","61,006","18,996","0","26,407","204","51","45,658"
"10004538","Nazarene Theological College","2024-06-30","878","18","0","420","14","311","1,641","876","0","699","44","8","1,627"
"10030129","Nelson College London Ltd","2024-07-31","14,757","1,210","0","1,923","17","0","17,907","3,560","0","12,540","375","361","16,836"
"10023456","Newbold College","2023-12-31","522","0","0","3,228","9","29","3,788","1,883","0","1,226","315","0","3,424"
"10007799","Newcastle University","2024-07-31","322,367","88,748","126,051","80,266","9,673","7,639","634,744","214,234","0","235,693","34,708","8,662","493,297"
"10067406","New Model Institute for Technology and Engineering (NMITE)","2024-07-31","742","161","0","1,340","0","3,676","5,919","2,871","0","3,746","622","201","7,440"
"10048199","Northeastern University London","2024-06-30","8,425","214","34","43,888","87","10,186","62,834","18,532","0","36,668","2,738","11","57,949"
"10008397","Norland College","2024-07-31","4,459","78","20","1,078","25","0","5,660","3,523","0","1,793","263","0","5,579"
"10007138","The University of Northampton","2024-07-31","159,275","7,656","1,358","21,857","1,191","139","191,476","82,773","0","86,479","7,778","9,935","186,965"
"10008816","Northern School of Contemporary Dance","2024-07-31","2,943","1,864","0","302","139","(4)","5,244","2,694","0","1,596","205","0","4,495"
"10004740","Northern College of Acupuncture","2024-06-30","1,004","0","0","83","13","0","1,100","557","0","652","4","0","1,213"
"10001282","University of Northumbria at Newcastle","2024-07-31","275,589","36,392","18,035","41,841","5,305","455","377,617","206,370","0","138,746","22,100","868","368,084"
"10004775","Norwich University of the Arts","2024-07-31","26,330","2,599","240","1,922","1,649","18","32,758","16,017","0","9,997","2,489","12","28,515"
"10007154","University of Nottingham","2024-07-31","437,634","120,602","141,733","142,092","3,151","4,220","849,432","250,438","0","323,759","45,467","8,019","627,683"
"10004797","The Nottingham Trent University","2024-07-31","361,215","31,114","9,662","24,553","6,866","1,041","434,451","257,867","7,754","122,165","35,372","2,194","425,352"
"10007773","The Open University","2024-07-31","407,503","123,427","16,404","16,659","14,741","3,551","582,285","244,242","29,704","142,079","16,682","7,507","440,214"
"10004930","Oxford Brookes University","2024-07-31","181,267","17,537","8,267","64,677","1,514","599","273,861","124,660","2,446","120,517","19,251","4,859","271,733"
"10007774","The University of Oxford","2024-07-31","550,992","224,684","778,889","1,064,448","197,177","238,021","3,054,211","760,157","0","1,323,467","131,009","48,102","2,262,735"
"10064423","Oxford International Education Group","2023-08-31","0","0","0","83,159","418","0","83,577","25,924","0","48,187","474","0","74,585"
"10066143","Paris Dauphine International","2024-07-31","1,949","0","0","7","9","16","1,981","892","0","1,231","35","0","2,158"
"10083464","Peking University HSBC Business School UK Campus","2023-12-31","1,276","0","0","246","0","0","1,522","368","0","861","34","20","1,283"
"10004028","The Place, London Contemporary Dance School (LCDS)","2024-07-31","4,265","4,719","0","799","151","661","10,595","5,472","0","4,623","320","5","10,420"
"10005127","Arts University Plymouth","2024-07-31","9,454","2,946","0","479","83","0","12,962","8,831","197","4,172","672","83","13,955"
"10007801","University of Plymouth","2024-07-31","162,076","39,513","26,407","44,604","5,884","452","278,936","142,384","2,926","84,336","22,124","3,088","254,858"
"10019178","Point Blank Music School","2023-12-31","10,284","1,574","0","25","51","0","11,934","4,713","0","3,667","140","0","8,520"
"10007155","The University of Portsmouth","2024-07-31","219,381","31,532","11,031","24,803","15,994","299","303,040","170,052","0","88,773","33,394","2,925","295,144"
"10005337","Queen Margaret University, Edinburgh","2024-07-31","19,839","22,429","1,877","7,577","2,132","272","54,126","30,166","0","14,298","5,805","732","51,001"
"10007775","Queen Mary University of London","2024-07-31","384,360","86,879","147,182","80,325","21,851","1,872","722,469","227,863","2,066","257,804","32,677","10,912","531,322"
"10025197","University Centre Quayside Limited","2024-02-28","2,436","0","0","1","18","0","2,455","1,331","0","955","15","0","2,301"
"10009292","Royal Academy of Dramatic Art","2024-07-31","4,497","2,370","0","7,902","153","1,332","16,254","8,223","0","7,535","775","263","16,796"
"10005544","Royal Academy of Dance","2024-07-31","1,048","0","0","20,068","64","547","21,727","12,848","0","8,801","750","572","22,971"
"10005378","Rambert School","2024-07-31","2,054","718","0","259","74","354","3,459","1,576","0","1,520","170","0","3,266"
"10005389","Ravensbourne University London","2024-07-31","55,277","3,732","0","823","1,848","0","61,680","20,942","0","31,893","2,051","249","55,135"
"10005470","Richmond, The American International University in London","2024-06-30","15,824","0","0","2,148","327","144","18,443","6,639","0","14,079","659","3,630","25,007"
"10007802","The University of Reading","2024-07-31","210,216","31,958","33,986","64,783","8,184","4,528","353,655","98,382","0","131,256","29,258","11,551","270,447"
"10086591","Regent's University London Limited","2024-06-30","46,665","0","0","9,103","1,514","0","57,282","20,759","0","27,754","2,681","160","51,354"
"10021100","Regents Theological College","2023-09-30","823","0","33","22,102","390","55,507","78,855","35,655","0","32,877","1,730","2,365","72,627"
"10023871","Results Consortium Limited","2024-07-31","2,986","0","0","1,952","8","0","4,946","1,811","0","2,205","30","1","4,047"
"10062833","Raindance Educational Services Limited","2023-10-31","337","0","0","436","0","0","773","306","0","338","4","2","650"
"10008455","Regent College London","2024-07-31","40,265","1,025","0","17,598","1,034","0","59,922","20,871","346","30,725","940","666","53,548"
"10005500","Robert Gordon University","2024-07-31","52,424","51,705","4,167","11,537","6,276","561","126,670","76,424","3,441","39,869","9,185","3,902","132,821"
"10007776","Roehampton University","2024-07-31","110,109","8,420","2,662","22,211","1,200","24","144,626","62,536","0","79,837","7,117","3,720","153,210"
"10020436","Royal School of Needlework (The)","2023-08-31","1,181","0","0","1,218","155","202","2,756","1,527","0","1,532","14","0","3,073"
"10005523","Rose Bruford College of Theatre and Performance","2024-07-31","8,820","2,140","0","2,898","25","0","13,883","5,681","188","7,757","778","35","14,439"
"10007835","Royal Academy of Music","2024-07-31","13,104","5,806","1","2,037","1,658","14,900","37,506","15,114","0","13,357","1,860","0","30,331"
"10005545","Royal Agricultural University","2024-07-31","12,170","2,001","657","5,497","57","501","20,883","10,854","0","9,262","1,113","385","21,614"
"10007777","Royal College of Art","2024-07-31","76,445","11,529","6,941","3,776","1,526","5,651","105,868","48,536","0","42,780","8,377","351","100,044"
"10007778","Royal College of Music","2024-07-31","19,545","7,090","460","2,915","2,736","4,321","37,067","13,449","0","13,982","3,482","252","31,165"
"10005561","Royal Conservatoire of Scotland","2024-07-31","12,261","14,665","104","1,000","390","2,264","30,684","21,514","0","6,316","938","0","28,768"
"10007816","The Royal Central School of Speech and Drama","2024-07-31","11,778","8,791","943","1,412","641","434","23,999","14,387","0","8,916","1,403","7","24,713"
"10005553","Royal Holloway and Bedford New College","2024-07-31","140,452","21,186","16,835","33,448","7,234","630","219,785","64,304","0","69,276","17,403","5,679","156,662"
"10007837","Royal Northern College of Music","2024-07-31","14,040","6,489","234","1,864","2,030","2,876","27,533","14,626","0","9,573","2,362","(334)","26,227"
"10007779","The Royal Veterinary College","2024-07-31","45,822","27,454","9,314","42,934","2,187","779","128,490","43,992","0","41,413","8,640","1,718","95,763"
"10007803","The University of St. Andrews","2024-07-31","158,673","43,287","40,071","66,552","5,792","7,237","321,612","99,323","0","131,097","19,252","5,646","255,318"
"10007839","SAE Education Limited","2023-08-31","6,658","1,257","0","412","0","0","8,327","5,116","0","4,403","248","912","10,679"
"10008026","St Mary's University College","2024-07-31","4,324","5,078","93","964","281","1","10,741","6,787","0","3,055","472","13","10,327"
"10007843","St Mary's University, Twickenham","2024-07-31","43,495","3,987","860","9,522","712","216","58,792","40,844","614","15,014","5,113","155","61,740"
"10007156","The University of Salford","2024-07-31","221,017","25,133","8,143","21,179","7,994","1,106","284,572","88,032","0","93,092","16,818","3,187","201,129"
"10021256","William Booth College","2024-03-31","0","0","0","139,358","12,529","175,431","327,318","113,862","0","181,696","13,325","0","308,883"
"10008362","London School of Science and Technology Limited","2024-06-30","386","0","0","83,385","1,375","0","85,146","23,800","0","33,690","953","6","58,449"
"10007780","SOAS University of London","2024-07-31","82,405","8,854","9,569","6,602","3,052","3,306","113,788","33,320","555","34,511","7,247","989","76,622"
"10005700","SRUC","2024-07-31","4,071","30,292","26,385","30,626","901","7","92,282","57,920","356","37,041","7,630","230","103,177"
"10005790","Sheffield Hallam University","2024-07-31","253,939","32,650","18,492","14,262","7,611","801","327,755","208,421","17,468","89,465","21,545","7,084","343,983"
"10007157","The University of Sheffield","2024-07-31","401,819","109,075","185,753","165,503","20,264","12,538","894,952","237,957","0","285,644","103,113","17,076","643,790"
"10023458","The Sherwood Psychotherapy Training Institute Limited","2023-08-31","1,340","0","0","30","2","0","1,372","901","0","440","16","1","1,358"
"10007158","The University of Southampton","2024-07-31","372,590","84,001","136,905","144,720","8,766","4,553","751,535","205,729","0","274,928","34,907","19,630","535,194"
"10006022","Southampton Solent University","2024-07-31","82,839","8,403","291","11,339","503","27","103,402","51,883","0","42,391","9,776","615","104,665"
"10088214","S P Jain London School of Management Limited","2024-03-31","294","2","0","3","0","0","299","1,245","0","3,185","90","0","4,520"
"10006093","Spurgeon's College","2024-07-31","761","66","0","132","56","97","1,112","1,352","0","1,098","19","882","3,351"
"10006299","University of Staffordshire","2024-07-31","133,226","14,311","1,721","14,342","3,046","234","166,880","82,019","0","64,494","11,829","1,197","159,539"
"10008098","Study Group","2023-12-31","89,256","0","0","23,496","255","0","113,007","29,703","242","93,018","9,713","3,115","135,791"
"10004747","St Hild College","2023-08-31","612","70","0","10","1","62","755","553","0","277","0","0","830"
"10007804","The University of Stirling","2024-07-31","69,060","49,106","19,686","37,140","3,373","768","179,133","46,149","0","62,629","10,266","4,235","123,279"
"10037449","University of St Mark and St John","2024-07-31","20,453","3,594","270","4,933","12","0","29,262","15,753","248","13,275","2,221","487","31,984"
"10008010","Stranmillis University College","2024-07-31","4,979","5,960","244","3,150","335","0","14,668","8,360","0","4,266","1,353","0","13,979"
"10022944","Stratford College London (SCL)","2023-08-31","179","0","0","38","0","0","217","67","0","130","10","1","208"
"10007805","The University of Strathclyde","2024-07-31","124,380","113,026","118,575","58,022","13,893","4,580","432,476","84,989","172","144,633","44,571","3,775","278,140"
"10014001","University of Suffolk","2024-07-31","112,832","6,992","864","12,972","3,009","47","136,716","12,040","0","86,859","9,688","1,446","110,033"
"10007159","The University of Sunderland","2024-07-31","194,469","11,884","1,438","13,870","1,777","439","223,877","108,610","2,183","99,471","10,594","768","221,626"
"10007160","The University of Surrey","2024-07-31","163,238","46,802","45,644","61,579","13,990","1,399","332,652","90,589","6,651","117,939","31,807","11,268","258,254"
"10007806","The University of Sussex","2024-07-31","224,597","37,644","39,906","66,084","8,291","4,055","380,577","111,951","0","136,627","34,122","8,038","290,738"
"10007855","Swansea University","2024-07-31","213,306","40,503","56,852","62,896","7,214","924","381,695","102,466","8,461","147,288","31,784","8,780","298,779"
"10013122","Sysco Business Skills Academy Limited","2024-07-31","0","625","0","1,947","22","0","2,594","676","0","1,881","15","2","2,574"
"10020381","Tavistock and Portman NHS Foundation Trust","2024-03-31","8,069","4,831","1,295","61,811","197","0","76,203","57,376","678","17,257","2,927","441","78,679"
"10083403","The Engineering and Design Institute London","2024-07-31","1,168","285","0","9","52","10","1,524","2,905","30","1,884","418","(1,654)","3,583"
"10007161","Teesside University","2024-07-31","174,420","18,700","7,574","17,048","4,125","244","222,111","121,907","0","69,570","16,397","174","208,048"
"10082743","ThinkSpace Education Limited","2024-07-31","1,651","152","0","31","23","0","1,857","521","0","861","61","0","1,443"
"10008017","Trinity Laban Conservatoire of Music and Dance","2024-07-31","15,952","6,389","0","4,303","439","1,372","28,455","12,154","0","11,638","1,623","279","25,694"
"10007858","University of Wales Trinity Saint David","2024-07-31","100,736","57,928","2,429","39,532","2,076","0","202,701","69,093","459","87,504","12,493","2,556","172,105"
"10067648","University Academy 92 Limited","2024-07-31","0","71","0","11,713","0","0","11,784","6,926","0","5,783","1,188","163","14,060"
"10068157","University Centre Peterborough","2024-07-31","3,779","766","0","20","29","0","4,594","1,914","0","2,526","38","1","4,479"
"10007114","University of the Highlands and Islands","2024-07-31","13,120","103,738","14,095","12,634","766","469","144,822","10,735","599","125,281","1,561","(184)","137,992"
"10007807","Ulster University","2024-07-31","131,777","93,896","38,766","19,702","7,852","1,113","293,106","81,736","0","105,545","30,360","2,557","220,198"
"10039956","The University of Law","2024-05-31","160,629","1,221","0","2,308","2,266","0","166,424","82,789","0","67,005","11,956","2,946","164,696"
"10007784","University College London","2024-07-31","955,372","228,147","538,797","288,070","39,161","25,037","2,074,584","625,778","0","743,505","125,728","23,183","1,518,194"
"10007793","University of South Wales","2024-07-31","161,913","38,692","7,095","24,364","6,456","4,392","242,912","131,149","4,659","91,273","15,136","2,007","244,224"
"10008574","The University of Wales (central functions)","2024-07-31","0","0","0","2,592","106","0","2,698","550","0","1,360","86","(98)","1,898"
"10089591","Walbrook Institute London Limited","2023-12-31","1,869","21","0","12,441","0","0","14,331","8,628","0","10,495","835","(16)","19,942"
"10029843","Waltham International College Limited","2024-07-31","0","9","0","12,119","0","0","12,128","3,827","0","6,499","123","0","10,449"
"10007163","The University of Warwick","2024-07-31","459,611","74,085","146,471","151,178","24,080","4,568","859,993","214,507","0","284,742","56,422","12,625","568,296"
"10007361","Waverley Abbey College","2023-08-31","1,373","102","0","288","7","1,150","2,920","1,894","25","1,717","107","116","3,859"
"10007164","University of the West of England, Bristol","2024-07-31","287,837","30,506","14,168","61,058","9,891","31","403,491","215,995","0","145,492","31,725","2,802","396,014"
"10007800","The University of the West of Scotland","2024-07-31","84,947","68,742","4,807","6,662","3,023","305","168,486","95,474","122","72,877","10,580","4,760","183,813"
"10032288","West Dean College","2023-09-30","7,837","0","0","3,658","2,707","221","14,423","7,746","0","8,780","760","283","17,569"
"10006566","The University of West London","2024-07-31","160,851","17,034","852","34,001","3,727","782","217,247","73,035","117","118,451","7,894","2,088","201,585"
"10007165","The University of Westminster","2024-07-31","211,956","15,919","5,621","22,792","8,176","5,997","270,461","130,701","0","87,674","21,182","232","239,789"
"10003614","The University of Winchester","2024-07-31","61,794","4,929","347","15,037","1,895","2","84,004","48,639","0","28,235","6,453","2,082","85,409"
"10007166","The University of Wolverhampton","2024-07-31","143,549","21,254","2,377","19,580","1,918","737","189,415","105,654","(854)","56,855","19,524","101","181,280"
"10007139","University of Worcester","2024-07-31","71,932","8,135","786","13,891","2,078","38","96,860","59,789","0","31,345","5,321","2,555","99,010"
"10007833","Wrexham University","2024-07-31","47,745","7,010","385","5,760","1,504","5","62,409","30,935","0","27,222","3,071","32","61,260"
"10007713","York St John University","2024-07-31","90,368","6,938","535","10,961","1,425","60","110,287","57,610","0","40,166","6,268","1,657","105,701"
"10007167","The University of York","2024-07-31","260,086","54,837","100,418","104,462","9,171","4,069","533,043","164,390","0","194,919","33,991","8,467","401,767"
"","Total","","28,596,581","6,128,145","7,544,305","9,765,289","1,298,031","1,147,781","54,480,132","19,362,501","193,098","21,120,877","3,512,434","759,902","44,948,812"
